Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population
82425.05337075949,5.332689067327657,5.698082517635246,2.36,41020.43966181279
71813.75784204276,5.135510991155977,7.6569900790712495,3.08,27307.965579326097
67579.23479443134,5.973219004488523,7.754357545442311,6.32,21762.949685625357
49160.30411068882,5.078184036104398,7.992645042914468,6.13,28382.706694424614
73367.04599083934,6.173290661038383,9.054709887987451,5.25,23684.787951169244
71499.91565954227,6.024763926033676,6.511808718872203,3.04,41870.908385299954
67568.93163055391,4.996248972598783,7.594158657998098,4.17,36474.98799620042
62519.35043467728,7.338548742679381,6.590286607042429,3.03,36889.39531642183
54236.69624906157,5.643910689959399,8.473199325627425,3.27,65857.93332223437
64506.790063691034,6.384603896600474,7.551429300428981,6.07,41521.43992590107
86051.08730099998,6.048516624336933,6.196703573451247,3.26,49475.67120601008
68500.81624062688,5.842970740471362,7.031799422900674,5.36,51746.72764067863
77755.5397025914,5.718540433687803,6.891789698771351,4.36,22239.28397940706
75146.80358852219,4.454425781536138,8.509775274407627,6.1,55577.966447515566
73714.16482719296,6.107370869957324,6.337053805456722,3.08,30049.17001355405
71758.58761708718,6.172785820361128,6.9096769013295285,2.2,42115.14601691982
67371.42085657586,5.333820711722908,6.624951289232869,4.37,24797.764758517227
76808.34427744779,7.422466607347741,6.739908507399472,4.21,31129.642484339405
69900.13395920537,6.327089455579013,8.366505983691246,6.34,32679.187663398912
72994.02314947754,6.584041415025671,6.579368086613844,3.4,40449.96172994412
84657.62364312695,8.125141793920852,7.456779004185507,5.17,37068.48675729165
64552.645103984854,5.980521387607929,7.790399375914793,3.05,48667.349778680706
71452.09168018027,5.157715794147923,6.592765037447954,4.08,42152.13605364549
67813.67657888071,5.672336690398967,6.396445089615988,3.14,30253.85747593123
76483.58550912986,5.232203992878085,5.458379948588005,2.01,54737.92663560871
65380.31623827201,7.525690556683009,7.34602835581618,6.15,21641.476199740937
69584.65691092463,5.367761194747169,8.048969161449065,6.19,17045.80773059446
78276.57242739043,4.386270794892091,5.218507156074958,4.27,21371.9237869562
67006.3622043569,5.706389290533293,9.295531206925396,6.38,34653.79810206653
83664.38975870083,4.950569547962323,7.654162707005494,4.3,39642.129934742974
73611.68863121094,4.7564460263294315,7.766507123922494,4.23,38294.075979038695
71329.00273031463,6.389930497136997,5.958260743276505,3.13,25974.45322502558
68929.15807448354,7.590878455931669,6.8919694931317945,3.24,172.61068627290044
70489.29299690784,5.907266842868529,7.0254808221099045,5.06,48796.54452141578
74469.43768297418,5.873869785402678,6.8811736473711465,4.47,35370.306655241126
60815.39039496142,7.170128530473722,7.984335122159103,4.11,31233.649345910067
74237.26127870168,4.663506200504097,4.705015387452186,4.35,37651.01453316747
71499.80664526345,5.533015545583083,6.767607218206619,3.11,27417.111833283256
64910.388743730626,5.983204491021803,7.596385198258407,5.03,41942.177838284246
68246.92782680782,3.907090366992039,7.175401501213707,3.28,24553.459866628866
71328.91388151943,5.870774806243666,6.011422792693306,2.5,26738.549643579932
65510.581803666224,5.992305307333977,6.792336104424982,4.07,46501.28380314165
61704.34216351079,5.3202401671690795,7.249122096487785,5.07,19148.039710690995
85662.30267825493,6.435739431234123,8.72962102417339,3.23,42401.60109309482
69379.23817174447,8.207386060033253,8.273386771684345,6.4,34612.763716045105
54457.126389024364,8.287674930799158,6.66712651436214,2.04,38438.76028701177
74452.82103017729,5.108147651853947,5.456042406756656,4.4,37298.07147604728
76681.25992751714,6.657110323306898,6.511746963362182,4.47,55292.22079627772
64989.783961969515,5.162645345919622,7.462080082834245,6.06,34819.42830066867
61492.92159075321,6.202397053893392,6.295968674664255,3.0,37743.40274683161
57630.373641138474,5.91355748949476,6.53880246660608,3.26,38748.50420217005
88470.86805605602,7.419982031939299,6.872379547249247,2.24,45811.42560652657
83357.44997301033,6.073122167749339,6.2295913159303495,3.05,28688.31024818286
62358.404104539964,6.870976759370007,7.326975753936468,4.19,35365.94559951881
72847.98841574941,5.947064301865009,6.459058727549611,3.03,21985.73467346842
59789.73643452903,5.49092227304844,6.398561271124016,3.08,49200.07956822675
56962.4483136245,6.3485948540106225,6.0556849807348225,3.16,43181.51306578885
43401.441634812894,7.03677819173655,6.627467480655795,3.42,24589.410382891383
60717.398272177474,4.409209198826916,5.303686665501512,4.11,42891.598943905046
70866.71678758075,5.870557966335325,5.728607327546822,2.45,24511.81998454112
74022.05327421406,5.896128880543501,7.521358532367296,4.14,36533.83777923328
62032.95946791353,5.235210946591777,7.08348313427829,4.39,25267.10760690842
88054.31028963822,5.758677140272447,6.940595330270735,3.29,22289.733475888268
58188.18628616545,6.2941608788820576,6.068655888564629,2.34,38104.49400632603
52916.36759585101,6.636284909897075,7.56922069841404,4.4,36105.06961141978
64127.44061351987,5.6113101381575285,6.992732532187919,2.25,42628.710738112146
62503.58702751828,3.7795922467620247,7.156414686921626,6.48,35167.570230862766
63380.81467003762,5.344664036395251,6.001574334569032,2.45,40217.333577428006
56553.5502526617,5.691129212559008,7.021252354277723,3.15,29682.409864227804
73462.68344490015,6.62290864192692,5.829703683594148,3.04,47637.51525378335
81026.60677735893,6.278111189816944,8.133307932262177,4.29,24407.243175577725
64410.679988880176,6.6677657152263,6.137954507316652,2.31,47477.00521173748
77254.95871366048,6.842596033219186,6.697002820967431,3.33,28162.09708255604
42940.13893924214,4.238065601803662,7.812724696454197,6.36,45709.11709038722
55306.91146521415,5.830789448812896,6.693980073791421,2.06,32446.99906870668
63830.17384814184,4.5915333129961535,7.3991034971049725,4.02,29862.958765800053
67453.08130871902,6.02545186097017,5.552289861955953,2.09,49085.96278053368
65896.42207398957,5.831725357777697,6.58628583382108,2.2,34170.336663508686
65483.25530521961,7.533097336111758,7.038452372643868,4.05,33303.47322840525
68894.84506915275,5.930501632802542,6.974340367091548,4.47,28851.6014038608
59961.095300235946,6.735728991065113,6.092099589574452,3.49,31853.711728277784
83801.82006251162,4.888150025783043,8.70737952087405,5.39,33184.55158132946
50571.4064683828,6.925275682318972,7.946493040717701,6.12,40913.30482956176
63625.812150805265,5.188699500744293,5.8212038521660805,2.31,35778.45866770661
61098.27241740827,6.978220999000531,6.8418035306489635,2.34,27467.275225716952
80900.43968501898,6.495664078824839,9.038150799891412,4.12,40268.518418487736
61297.34624034776,5.605703320331453,6.633718839172094,4.31,26656.951717643227
77177.44738441323,3.9702443565707672,5.800903188839205,3.1,52057.05440957794
66616.19450839261,6.336056314566116,5.5892106197702685,2.24,39347.57464986068
76933.60610799697,8.540364463932763,7.438544259886018,6.43,33433.33877264724
60826.60595575475,6.383383417433889,6.255855255287282,3.18,36892.623300692845
61426.05608184287,6.542331604932199,6.3084152197140755,2.46,24517.968435440976
96290.15967304728,5.1666484404679505,8.317600439883378,5.15,45801.17222920505
53080.44344697917,5.474835964233616,6.36553627118961,2.4,23763.197234467843
72533.05727370757,8.092440179538283,5.717740091343675,2.26,46369.54384104632
46885.24684489504,5.504283692471437,6.380724549280317,3.43,38898.175479095466
64374.30729357025,8.38999228707171,7.063085613532733,6.23,23251.04669906775
62320.25859274637,6.417495592988509,8.427868531646302,4.0,14596.250298399722
81167.44109693193,8.100651599703141,6.3409602071293545,4.5,28713.96202363791
55621.89910395666,3.7359417914541786,6.868290757394464,2.3,63184.61314723032
62431.938099572384,6.798993827609197,8.599555446010704,4.48,44115.98341937827
80650.40397562584,5.0234713825287445,7.515135601191784,6.1,54516.287464140085
81858.57318450278,7.358643506547844,6.219018193643549,4.03,32549.992225660902
73684.34795328617,6.172321363589076,5.871991131906867,4.18,33448.711083451264
72443.69473006504,5.045013622826376,8.00012082307969,6.22,31190.670697535817
59615.33157475481,8.408924917611351,6.234098671453875,4.37,32164.063077201827
83714.1092447518,6.3143551569140435,7.519222865868867,4.41,28369.938122586947
62949.673953804326,4.00349911978378,7.86002676930514,5.36,30373.06097128529
68970.3603351755,5.72143669406418,6.47161336991908,2.21,41807.82865936324
81728.43857245822,5.527612234308698,7.666779636732862,6.1,51629.318742309646
77898.5103885883,4.272548632040605,8.274472679349568,3.28,59563.16041835372
77551.62779915938,5.535920946384011,4.6791342541236505,2.03,35834.49299575758
71443.22364756696,6.0996114264556835,5.736700645195104,2.18,57715.80166358237
66878.86080331268,6.017936041046914,9.095206581331226,5.42,42624.94179314877
57143.678818644294,6.150796319182242,6.848577731870528,2.09,51479.070960329766
80649.16023212437,6.039968339319676,6.222667231970941,4.28,18776.463932067505
52568.679321629024,7.147855953793632,6.5619588106677424,2.33,38555.067575377616
56024.547743067145,6.575305941215055,7.468447700906582,4.15,36215.96254649309
75323.05820250597,8.513233389195518,5.92942150286992,3.39,51528.48104771981
48406.779307763936,4.499700732247816,7.776597851720785,4.19,43535.9314962526
86528.92653940784,6.013689620849798,7.966109181271057,4.13,27593.125761504747
69835.56399576584,6.419843029605572,7.670982834153155,3.03,19376.318934572257
59390.34682359003,5.664970500648301,6.7508719928359735,4.31,28995.964139836877
82381.54875310142,4.695568136125019,8.045728241246653,4.14,36655.128939367816
64405.64944108394,8.005412645339597,7.879408466443659,6.12,42611.53970337937
80008.66783065468,4.847002320649787,8.672978875655373,5.41,45889.89048744329
75951.45249116095,5.440611042956553,6.999579342248532,3.09,31125.55872988556
68508.32406170748,6.535285879712204,7.151596571238374,6.23,25290.40993618514
82760.37627165932,6.135694010191398,6.778563743699072,4.0,33839.085186046264
69391.3801843616,5.344776176735725,8.406417714534253,4.37,35521.294033173246
66642.82031894012,7.231468225896415,9.15711784335036,3.18,32035.318808089454
66581.5748315319,5.419607066940527,5.884307665905557,3.25,18230.518926857807
71145.21270418004,6.1521099752376935,6.765832563092491,2.31,35642.530335506715
87674.45368773551,5.777764619294278,7.6980703371351344,3.36,28470.827407541667
73931.1426621128,5.662286845173958,6.981246600259586,2.46,29568.95886212549
89209.08410317086,4.6289852864087315,7.4332117067417105,3.14,47798.52086691447
63217.172428554295,6.981741642727567,5.139219088521372,2.07,31925.67536114004
65897.66157033308,6.155338176822831,6.520119623924612,3.01,49667.60637239993
81054.5095216008,7.609818795846901,5.536174783804822,3.24,45684.341532026774
88603.20877605594,7.097176548031246,5.23261615318447,2.16,37215.669643235815
70085.94760366887,4.435761352294801,7.131110205236469,5.22,51446.69184618918
53793.17647681503,6.46126065096604,6.800894663336465,2.3,43458.0017739392
78757.68198236995,7.0061573654499005,5.943870379019686,4.18,20453.295188497705
64204.7206437605,4.8621550175782895,7.714890983666749,6.21,46157.439164579686
87928.13754352827,5.416960597262445,7.868288356243358,6.21,47452.35784946934
61801.46537410586,5.064611431282058,7.481091173400205,5.49,36326.696940543545
48692.97595568013,4.597834172173939,6.259069919909482,3.02,36239.394116006486
77875.98739313014,5.286413074082901,7.1914443536867045,6.46,44452.644105741325
71324.30444571162,4.086691138650464,6.0209850356892805,2.29,27362.189910903595
44328.256296674226,5.644951797634579,6.813808755116977,2.06,20820.241369108862
62678.335466708915,5.125019476620247,6.471035179743152,3.45,44965.311980859275
88968.52173221511,4.908329526113353,7.014097560696638,3.01,34751.73695274278
65736.34642353923,5.639329457737263,6.2998072622544345,3.13,32964.018220168604
68805.02073083728,6.0959919978177695,8.126158726796017,6.37,40744.09196872339
62622.48379304213,6.036895610124854,8.844773960333843,6.16,48899.5138186045
51446.28424738959,6.498700716760746,7.70653861280721,3.43,39900.13678673255
64629.46279112142,6.2921891088451,4.708243289481351,3.13,46877.145573032205
90535.16522136182,5.722843373212222,5.833625637072937,2.24,42249.324926245055
81030.83577085046,8.012087695936144,6.301235186602633,4.2,44372.94405126901
58687.10129843845,6.598676142802331,6.63543390955736,4.31,29395.602494344326
70561.55882280825,7.32195133046068,7.520463798500567,3.4,25029.20573727713
63351.97897747723,5.45474324969433,7.463829891340321,4.19,31063.781520100936
66484.04819478332,4.825804425299133,9.069530121901847,3.37,51712.14408735437
71445.08457918133,6.102287442728735,8.25577415712517,3.1,24318.530113098623
63274.67073461468,5.490367990977961,8.562229306861026,3.0,38904.667399213446
75033.91776859196,5.2946275345282166,6.987367713866961,2.39,27355.829791753706
35608.986237077515,6.935838865796822,7.827588622388147,6.35,20833.007623149297
54204.81112077444,4.946442899639272,5.0561897402650064,3.39,39735.06871116576
64469.03364164058,4.534538240255575,5.839049562367696,2.03,43745.990816411686
72655.6487281399,7.545608876296856,7.201823309485254,4.1,23623.300067290093
46285.838060984715,6.388845620844637,8.76342663961033,3.42,42246.01752925612
61932.87261556327,6.687367955430018,6.751208636667679,4.34,34143.05076109781
80040.17331459526,6.449554739752776,8.453261624693763,5.5,29699.01163884173
66840.69531523029,6.705514007161844,7.044911117703628,6.28,32705.94933115129
70767.3296633236,5.488057127272996,7.453195861824443,6.41,26925.95480746428
69017.58124576934,5.593646347753979,6.504090907327948,4.37,27751.985131806523
70564.46383656282,6.335995235991057,6.4694656996451165,4.43,36308.244710183
67019.07404739733,6.487943166707262,7.331330100018214,6.26,24997.108705994284
78186.23924325894,5.838063827719644,5.133465710813106,4.17,49617.7314160528
64427.37436821848,4.7513603425793915,6.394383439320515,4.45,25653.687923495738
70698.78409003714,6.746762461940911,6.749401541779305,4.01,22987.66823995696
86157.17573424338,4.9863120786684725,6.475843395424623,2.28,62963.75539456241
75393.12117566973,6.778777872047646,6.1359482342537985,2.39,27536.93789681567
61821.940438368976,5.7386380341215135,8.07667453140381,4.29,19123.41954359853
79575.64153943176,4.970709348220618,5.850243433327661,4.04,31050.10281439476
74584.37391690226,5.720481800526936,6.414774565326267,3.36,46372.74504343567
77978.59003653273,5.009825501610253,6.688390329178051,4.44,39730.6830928068
68661.24746362834,5.001163155217171,6.382668351356907,2.08,25431.397805916735
53362.68629480332,7.535710562492012,7.560199122662459,3.15,50304.7483146233
76056.28911195931,6.480979870708167,8.245224408187642,5.4,28470.701474178964
69208.50650810325,5.905347969545696,6.691996476242879,4.05,13355.02004009238
72661.75012733735,6.472277303078455,6.971292637981097,4.18,47048.49000827968
62566.76280453749,7.690493450939387,5.828975487352791,4.28,26717.60493405672
90890.48581376827,7.510170524809988,7.59548654566475,6.21,45519.2562712043
64350.28457099223,6.7612025573683665,7.1287096056560655,3.03,69592.04023598543
40581.778087153,4.1698203698260174,7.415416067860112,5.44,48820.23025615537
70745.90880476378,6.17253664302728,7.831781332312668,3.0,34915.510208257365
78859.80765933776,5.834477296473472,6.948152213822852,3.15,38198.797358944386
78190.14177848723,4.9372984756096105,6.503605808862434,3.45,35279.61693961444
57115.48368002402,8.428712338384791,6.322571379095762,3.06,31202.099730857022
75545.627325119,5.586017083259408,5.929137507838831,4.26,32614.31774367623
72792.67073986174,7.835039542673672,6.876103638452416,2.4,34104.366011114784
62850.31598086848,6.2495035484450945,7.474265067829363,4.31,37764.36223787261
65718.30197384104,4.907384606359522,4.147430721617345,4.14,54798.511450860125
55041.35158333917,7.127128552732308,8.591923294114,5.36,30122.473483557947
72415.42798751428,6.27197437932454,7.3655044046239055,4.08,28885.053299604413
79292.80758525906,6.5626331007950345,8.029719889630282,4.26,27772.67247058377
73406.21728404447,5.5319076714656035,5.995248573341971,4.21,38073.51920148282
64901.03106668893,4.46027608832186,6.734748724110599,3.41,47452.38543448381
56636.23819115702,5.497667056488641,7.1218720069981165,6.1,47541.43176308799
70839.3459756184,6.602366427017897,7.272131535337423,4.01,43347.17079826975
68366.34148998611,4.3279243114368064,5.370211325715167,2.17,42522.59412697155
81357.86975537102,6.091136829678772,6.464254235452278,3.5,51019.21242368583
72079.17994097767,6.816515650690591,7.133150735785598,5.49,20170.09123511915
85696.20394288238,6.389427716511816,4.840595055150166,4.47,24138.06628425148
91731.15438275636,5.184810712102609,7.943879719757178,6.3,33102.09542220829
59473.98831548653,6.926414488715918,7.77229444756454,6.19,41215.29822776612
73038.22482195137,6.5040534001194,6.916142757909952,4.47,32508.909733374865
70632.60722277718,7.2940853025706,7.1584494673488726,4.17,45919.261158808826
80836.34485731441,5.767367199809023,7.4219209268159725,3.02,49864.469771349766
67009.81567374436,6.849769936594268,7.610720856104885,3.22,39737.12260896311
74605.03536257526,6.87208919406132,6.105858132153572,3.1,31638.22991327957
81570.54115365463,5.044783195454199,7.371143087698164,6.29,32485.40962440677
72110.50498821941,6.989711898470051,7.05024196888111,5.33,23411.945541614023
57730.322003931025,5.105381084024233,9.001898576874009,6.06,42451.30628468081
69277.75897757974,5.322269839263871,7.206177863378747,5.32,57408.3128937472
69154.76202434115,4.439053729869273,6.689730323555307,4.0,36179.40576719907
55224.34339625705,7.114160836146091,5.079670605595699,4.13,44915.714138137824
76547.03519979469,4.470082533245435,6.276441914054296,3.3,46840.443121070115
44088.27418283417,7.55764267308367,5.581040691887528,2.44,31032.92030256709
66398.40359734715,5.4634654967400715,8.8123172689941,5.48,25841.529410418192
65149.895909573825,5.561847874955252,7.121417615725693,6.36,29190.88798079754
65966.01720771872,7.876932591019857,5.5249620672745685,3.3,42710.82180940741
67866.89992852937,5.393977714301145,9.359022453501444,5.44,43122.574175988586
72432.26465833122,5.8277644984947345,6.752228927981942,2.5,23947.510033113736
78606.74713765175,7.031773828753806,5.093526735078053,3.37,51235.589292312645
78044.3516472571,5.686293111730293,8.050747329552937,6.12,43771.646357581834
80016.77222006579,6.183058043767343,6.020747962793032,4.18,32262.54537473426
80980.26057304317,5.428227059025979,6.678787573163374,3.38,37340.98294403344
67775.54642323844,5.049142026443975,7.845249622130733,3.17,38345.58108279171
60377.60711490165,3.987009788347537,7.035223613688981,4.06,29114.288143061065
78070.07374343679,4.444299001649632,8.404363247468428,3.24,60023.36095793638
62819.31127776196,6.532362732149188,7.10371645929684,4.46,38527.817140207946
55250.11036376475,5.560995920999012,6.1052536139412155,4.12,22912.06692045705
74172.93063902053,6.306286762046898,9.666899229595764,4.25,35277.80404192723
73246.82218245724,4.936845338855049,7.536187342180336,4.15,47332.138623987405
75786.34924381215,5.174373334830793,5.922408509220776,3.1,36352.35133038644
59886.418535766046,3.443457952369565,5.7246073931566235,3.5,54546.8265214163
84487.83230355199,5.835554803831937,5.622522051987825,4.29,41764.66319971027
71062.07956755254,7.187575281631801,6.570481346688168,4.41,30770.846815384048
59549.913909141374,6.609092096041572,5.943765121754649,2.34,14906.24662084764
64744.94244429671,5.900247576145968,8.467599728547725,6.03,28880.01758597632
75729.76554625647,5.580598536877627,7.642973331111418,4.21,29996.018447962975
60285.953482735546,5.2844768400480815,6.750031342407541,3.49,34769.227862604246
63615.99425287384,6.02117941323118,8.512698471223683,6.31,44761.71937498317
61269.49231052306,4.760420941607383,7.804221688978374,6.14,41079.48626882746
61667.72080128218,5.5933849024741455,7.333571579687018,4.2,65184.578469023545
56428.9736689065,3.6546669823206046,6.95073081475901,4.27,44877.565109750976
65218.348263530635,5.707985080160053,7.094981816361423,5.28,34863.85934845643
78020.03952611849,7.042713319478956,6.573968615475571,2.0,49601.23863810687
75780.62112250907,5.100682905634146,7.090924493584608,4.45,34944.98176104173
72493.20943517992,6.609326162330817,7.509335526846696,4.23,40722.65597341961
86160.98931605318,4.199195526859873,7.691026671201395,3.23,47757.31797609701
58841.14292354737,7.754160967321633,6.916338173639076,4.05,39555.07059403552
55473.73631915288,6.368083311016872,8.17797077718776,5.26,48021.89286503418
72547.04742016149,5.6062785824720605,7.046825652018759,3.32,39218.7591383165
55040.239855865446,6.11305499014738,4.977169149857937,4.29,58040.6742157225
69044.94211975549,4.3122756468871435,5.600072674994613,4.09,34764.29222090601
101144.3239296864,6.350845135247632,7.231771036427499,3.09,35772.52400703681
53494.77376534212,6.520859828757372,8.167257906384911,4.1,41530.50954954794
67367.20560252767,5.462484807869744,7.553615010240956,4.34,33098.38649796455
61046.28866100014,7.105245344460872,4.696139827911331,4.49,40277.89925276971
78818.71485154069,6.340636859652194,8.672263970974111,3.01,20631.297812337245
71920.67877719343,6.726672923107156,7.614547384300202,6.17,26341.09557190019
62676.9076790628,5.855395957506085,8.480431110163401,6.12,32487.411278459254
74898.65868417957,7.330481279728954,4.878168680902394,3.45,32530.256307250023
